SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
312118,0,Cash loans,M,N,Y,0.0,225000.0,148365.0,13738.5,135000.0,Unaccompanied,State servant,Lower secondary,Single / not married,House / apartment,0.0038179999999999,-15042,-8352.0,-6556.0,-1340.0,,1,1,1,1,1,0,Laborers,1.0,2,2,SUNDAY,6,0,0,0,0,0,0,Military,,0.6309943452684706,0.178760465484575,,,0.9762,,,,0.0,0.0417,,0.0,,0.0182,,,,,0.9762,,,,0.0,0.0417,,0.0,,0.019,,,,,0.9762,,,,0.0,0.0417,,0.0,,0.0186,,,,block of flats,0.0145,Block,Yes,0.0,0.0,0.0,0.0,-738.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327804,1,Cash loans,F,Y,N,1.0,90000.0,942300.0,34749.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-14767,-369.0,-865.0,-2804.0,64.0,1,1,0,1,1,0,Core staff,3.0,2,2,TUESDAY,18,0,0,0,0,0,0,Self-employed,0.3650688635345306,0.6349518204881992,,0.3113,0.0,0.997,0.9524,0.3611,0.24,0.1034,0.625,0.0417,0.1846,0.2152,0.2291,0.1776,0.0793,0.3172,0.0,0.997,0.9543,0.3644,0.2417,0.1034,0.625,0.0417,0.1889,0.2351,0.2387,0.179,0.0839,0.3144,0.0,0.997,0.953,0.3634,0.24,0.1034,0.625,0.0417,0.1879,0.2189,0.2332,0.1786,0.0809,reg oper account,block of flats,0.2449,Panel,No,0.0,0.0,0.0,0.0,-641.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
333511,1,Cash loans,M,N,Y,0.0,225000.0,450000.0,21109.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018209,-11251,-792.0,-22.0,-3922.0,,1,1,0,1,0,0,Laborers,1.0,3,3,SATURDAY,8,0,1,1,0,1,1,Construction,0.1969549631699098,0.4072226311794206,0.2458512138252296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-646.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
336387,0,Cash loans,F,Y,Y,2.0,180000.0,808650.0,31464.0,675000.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.00496,-10899,-2282.0,-123.0,-855.0,7.0,1,1,0,1,0,0,Core staff,4.0,2,2,FRIDAY,15,0,0,0,0,0,0,Police,,0.6324341128387478,0.3927738606031339,0.1003,,0.9955,0.9592,,0.0,0.1379,0.2396,0.0417,,,0.0661,,,0.0315,,0.998,0.9608,,0.0,0.0345,0.1667,0.0417,,,0.0251,,,0.0442,,0.998,0.9597,,0.0,0.1034,0.1667,0.0417,,,0.0673,,,reg oper account,block of flats,0.0313,"Stone, brick",No,1.0,0.0,1.0,0.0,-463.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
338343,0,Cash loans,F,Y,Y,0.0,176400.0,548770.5,26527.5,490500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-16128,-2796.0,-8128.0,-4533.0,3.0,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,7,0,0,0,0,0,0,Self-employed,,0.4700845359694858,0.4578995512067301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
358478,1,Cash loans,M,N,Y,0.0,171000.0,592560.0,35937.0,450000.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.00963,-12366,-234.0,-5641.0,-4279.0,,1,1,0,1,0,0,Security staff,1.0,2,2,WEDNESDAY,11,0,0,0,1,1,0,Self-employed,0.229745890061808,0.3833869473365965,0.2405414172860865,,,0.9861,,,,,,,,,0.1199,,,,,0.9861,,,,,,,,,0.1249,,,,,0.9861,,,,,,,,,0.1221,,,,,0.1356,,No,0.0,0.0,0.0,0.0,-1970.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
359029,0,Cash loans,F,Y,Y,0.0,279000.0,380371.5,41094.0,342000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Office apartment,0.032561,-10039,-2851.0,-974.0,-809.0,8.0,1,1,0,1,0,1,Managers,1.0,1,1,TUESDAY,14,0,0,0,0,0,0,Security Ministries,0.4700220463287861,0.6572222264224783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-604.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
365808,0,Cash loans,M,Y,N,2.0,180000.0,1583392.5,41769.0,1415259.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-14675,-3829.0,-470.0,-4085.0,2.0,1,1,1,1,0,0,Laborers,4.0,2,2,THURSDAY,10,0,0,0,0,0,0,Transport: type 4,,0.703116064559405,0.7421816117614419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-628.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
369020,0,Cash loans,F,Y,Y,2.0,225000.0,675000.0,26154.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-15686,-1213.0,-5323.0,-1043.0,19.0,1,1,0,1,0,0,High skill tech staff,4.0,2,2,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.61834175372727,0.2837118826350007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1683.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378233,0,Cash loans,F,Y,Y,1.0,225000.0,1545624.0,45193.5,1381500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.072508,-13789,-522.0,-7613.0,-4298.0,3.0,1,1,0,1,1,0,,2.0,1,1,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.709683000353,,0.1732,0.0,0.9826,0.762,0.0,0.24,0.1034,0.4583,0.5,0.0,0.1412,0.0,0.0,0.0,0.1765,0.0,0.9826,0.7713,0.0,0.2417,0.1034,0.4583,0.5,0.0,0.1543,0.0,0.0,0.0,0.1749,0.0,0.9826,0.7652,0.0,0.24,0.1034,0.4583,0.5,0.0,0.1437,0.0,0.0,0.0,reg oper account,block of flats,0.1509,Block,No,1.0,0.0,1.0,0.0,-1778.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
381564,0,Cash loans,F,N,N,0.0,67500.0,339241.5,12919.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008575,-16430,-2958.0,-1849.0,-3855.0,,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,10,0,0,0,1,0,1,Postal,,0.6542801321255921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2360.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384021,0,Cash loans,F,N,N,1.0,67500.0,275040.0,13504.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.010276,-12020,-2494.0,-2886.0,-3557.0,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,9,0,0,0,1,1,0,Agriculture,,0.6352305505967334,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,-1177.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
389534,0,Cash loans,F,Y,Y,0.0,90000.0,544491.0,15916.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13804,-4359.0,-7663.0,-3050.0,9.0,1,1,1,1,1,0,Sales staff,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,0.5870019263703672,0.4652502710819338,0.5797274227921155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-680.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
393724,0,Cash loans,F,Y,Y,2.0,224100.0,790434.0,40486.5,706500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-10808,-1119.0,-1008.0,-3472.0,5.0,1,1,0,1,1,0,,4.0,2,2,TUESDAY,10,0,0,0,0,0,0,Government,0.4185625346493187,0.4912010900885641,0.8061492814355136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-932.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
406118,0,Cash loans,M,Y,Y,1.0,180000.0,297130.5,15300.0,256500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-14398,-4087.0,-5993.0,-4951.0,12.0,1,1,0,1,0,0,Managers,3.0,2,2,SUNDAY,11,0,0,0,0,0,0,Self-employed,,0.7324302500895048,0.8193176922872417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3848.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
407888,1,Cash loans,F,Y,Y,0.0,135000.0,331632.0,35316.0,315000.0,Unaccompanied,Commercial associate,Higher education,Married,Office apartment,0.035792,-10369,-1277.0,-759.0,-1186.0,9.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Self-employed,0.4492580936677705,0.4480576410593216,0.228883416700673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-674.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
409349,0,Cash loans,F,N,N,0.0,360000.0,675000.0,32472.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.028663,-14718,-6228.0,-8836.0,-4114.0,,1,1,0,1,0,0,,1.0,2,2,MONDAY,19,0,0,0,0,0,0,Trade: type 7,,0.5444340848086848,0.22009464485041,0.0247,0.0011,0.9722,,,0.0,0.069,0.0833,,0.0071,,0.0178,,0.0062,0.0252,0.0011,0.9722,,,0.0,0.069,0.0833,,0.0073,,0.0185,,0.0066,0.025,0.0011,0.9722,,,0.0,0.069,0.0833,,0.0073,,0.0181,,0.0063,,block of flats,0.0168,"Stone, brick",No,2.0,1.0,2.0,1.0,-1643.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413366,0,Cash loans,F,N,Y,0.0,189000.0,337761.0,15651.0,256500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.072508,-14555,-256.0,-2198.0,-570.0,,1,1,0,1,0,0,Cleaning staff,2.0,1,1,THURSDAY,17,0,0,0,0,0,0,Other,,0.7044062554784766,0.3016248916841194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419596,0,Cash loans,M,N,N,0.0,247500.0,1288350.0,37800.0,1125000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.010147,-19411,-9362.0,-2595.0,-1842.0,,1,1,0,1,1,0,,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Other,,0.6905098714741096,0.7047064232963289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
424464,0,Cash loans,F,N,Y,0.0,292500.0,780363.0,34501.5,697500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-16892,-271.0,-1718.0,-423.0,,1,1,0,1,1,0,Cleaning staff,2.0,1,1,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.6053907276087604,0.4848514754962666,0.0515,,0.9752,,,,0.1724,0.1667,,0.0635,,0.0487,,0.0043,0.0525,,0.9752,,,,0.1724,0.1667,,0.065,,0.0507,,0.0046,0.052,,0.9752,,,,0.1724,0.1667,,0.0647,,0.0495,,0.0044,,block of flats,0.0392,Panel,No,0.0,0.0,0.0,0.0,-2044.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
425019,0,Revolving loans,F,N,Y,0.0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-19900,-9901.0,-6525.0,-3443.0,,1,1,0,1,0,0,Cooking staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Medicine,,0.6621804258906603,0.266456808245056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1436.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431885,0,Cash loans,F,Y,N,0.0,153000.0,316125.0,16056.0,261000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.005313,-16103,-587.0,-678.0,-2524.0,14.0,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,School,0.7345493047081576,0.6575719121677934,0.6479768603302221,0.1567,0.1601,0.9821,0.7552,0.0193,0.0,0.3448,0.1667,0.2083,0.0691,0.121,0.1409,0.0309,0.2429,0.1597,0.1661,0.9821,0.7648,0.0195,0.0,0.3448,0.1667,0.2083,0.0706,0.1322,0.1469,0.0311,0.2571,0.1582,0.1601,0.9821,0.7585,0.0194,0.0,0.3448,0.1667,0.2083,0.0703,0.1231,0.1435,0.0311,0.248,reg oper account,block of flats,0.1807,"Stone, brick",No,0.0,0.0,0.0,0.0,-1881.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
440719,0,Revolving loans,F,N,Y,0.0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.031329,-7730,-630.0,-7680.0,-154.0,,1,1,0,1,0,0,Secretaries,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Security Ministries,0.1980968945706277,0.183412662923887,0.3774042489507649,0.1021,0.0687,0.9821,0.7552,0.0348,0.04,0.1207,0.3958,0.4375,0.0788,0.0832,0.0954,0.0,0.002,0.084,0.0487,0.9782,0.7125,0.033,0.0,0.0345,0.1667,0.2083,0.0738,0.0735,0.0819999999999999,0.0,0.0,0.1031,0.0687,0.9821,0.7585,0.035,0.04,0.1207,0.3958,0.4375,0.0802,0.0847,0.0972,0.0,0.0021,reg oper account,block of flats,0.0742,Panel,No,0.0,0.0,0.0,0.0,-504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443078,0,Cash loans,F,Y,Y,0.0,292500.0,760225.5,30280.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0228,-18763,-10664.0,-6808.0,-2000.0,4.0,1,1,0,1,0,0,Medicine staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Medicine,0.5587733754413883,0.3330021030219938,0.41534714488434,0.0299,0.0697,0.9866,,,0.0,0.0345,0.0417,,0.0,,0.0189,,0.0,0.0305,0.0724,0.9866,,,0.0,0.0345,0.0417,,0.0,,0.0197,,0.0,0.0302,0.0697,0.9866,,,0.0,0.0345,0.0417,,0.0,,0.0192,,0.0,,block of flats,0.0149,"Stone, brick",No,0.0,0.0,0.0,0.0,-1009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
